Data;Cidade;Localidade;Tipo de Ação;Pauta;Tratativa;Origem;Área Temática;MicroCategoria;Público Alvo;Status;"Data do Atendimento
(se atendida)"
07/04/2024;Brumadinho;Parque Da Cachoeira, Parque Do Lago E Alberto Flores;Atendimento individual virtual ou por telefone ;Solicitação de equipamento para retirada de água em garrafas;Encaminhado para a área responsável;Solicitação Comunidade ;Atendimento Emergencial;Água mineral para consumo humano;Comunidade em Geral;Em atendimento;
10/04/2024;Brumadinho;Parque Da Cachoeira, Parque Do Lago E Alberto Flores;Atendimento individual virtual ou por telefone ;Solicitação de água mineral  em garrafas;Encaminhado para a área responsável;Solicitação Comunidade ;Atendimento Emergencial;Água mineral para consumo humano;Comunidade em Geral;Em atendimento;
10/04/2024;Esmeraldas;São José;Atendimento individual virtual ou por telefone ;Solicita reposição dos galões de água mineral que foram descartados por engano. ;Será realizada a reposição dos galões na proxima entrega dia 23/04. ;Solicitação Comunidade ;Atendimento Emergencial;Água mineral para consumo humano;Comunidade em Geral;Em atendimento;
11/04/2024;Brumadinho;Tejuco;Atendimento individual virtual ou por telefone ;"O morador ""A""solicitou ajuda com o recebimento da água mineral.";Manifestação atendida e resolvida.;Solicitação Comunidade ;Atendimento Emergencial;Água mineral para consumo humano;Comunidade em Geral;Atendida;12/04/2024
20/04/2024;Brumadinho;Tejuco;Atendimento individual virtual ou por telefone ;"O morador de Tejuco ""W"" solicitou ajuda quanto a entrega de água mineral, pois na semana anterior ele não havia recebido água. ";Entramos em contato com a equipe de saneamento e entendemos que sua vizinha havia assinado a relação, porém, segundo ele ela não pegou a água. Resolvemos a questão da melhor forma e orientamos que os moradores não podem assinar a relação se não entregarem a água para eles.;Solicitação Comunidade ;Atendimento Emergencial;Água mineral para consumo humano;Comunidade em Geral;Atendida;25/04/2024
25/04/2024;Brumadinho;Parque Da Cachoeira, Parque Do Lago E Alberto Flores;Atendimento individual virtual ou por telefone ;Solicitação de informações sobre entrega de água mineral;Encaminhado para a área responsável;Solicitação Comunidade ;Atendimento Emergencial;Água mineral para consumo humano;Comunidade em Geral;Em atendimento;
25/04/2024;Brumadinho;Parque Da Cachoeira, Parque Do Lago E Alberto Flores;Atendimento individual virtual ou por telefone ;Solicitação de água mineral  em garrafas;Encaminhado para a área responsável;Solicitação Comunidade ;Atendimento Emergencial;Água mineral para consumo humano;Comunidade em Geral;Em atendimento;
08/05/2024;Esmeraldas;Taquaras;Atendimento individual virtual ou por telefone ;Reclama que não foi realizada a entrega de água mineral em sua propriedade na data prevista. ;Entrega realizada em 10/05.;Solicitação Comunidade ;Atendimento Emergencial;Água mineral para consumo humano;Comunidade em Geral;Atendida;10/05/2024
14/05/2024;Brumadinho;Tejuco;Atendimento individual virtual ou por telefone ;A Sra. R , moradora do Tejuco nos procurou solicitando àgua Mineral. ;Foi normalizada a entrega de Água Mineral conforme solicitação. ;Solicitação Comunidade ;Atendimento Emergencial;Água mineral para consumo humano;Comunidade em Geral;Atendida;14/05/2024
14/05/2024;Brumadinho;Tejuco;Atendimento individual virtual ou por telefone ;O Sr. R, morador do Tejuco nos procurou solicitando àgua Mineral. ;Foi normalizada a entrega de Água Mineral conforme solicitação. ;Solicitação Comunidade ;Atendimento Emergencial;Água mineral para consumo humano;Comunidade em Geral;Atendida;14/05/2024
16/05/2024;Brumadinho;Tejuco;Atendimento individual virtual ou por telefone ;O Sr. A M, praça da Matriz solicitou receber água mineral, pois ele está há pouco tempo em uma casa de aluguel. O imóvel está na relação do Saneamento, porém com o nome da proprietária antigo. Solicita a troca do nome. ;Área de Saneamento regularizou a relação;Solicitação Comunidade ;Atendimento Emergencial;Água mineral para consumo humano;Comunidade em Geral;Atendida;16/05/2024
15/03/2024;Maravilhas;Propriedade Rural;Atendimento individual virtual ou por telefone ;Solicitação de água mineral;Sra. P. informa que não recebeu toda sua água e pede que seja entregue o restante faltante. Foi repassado internamente e programado a entrega dos galões que faltavam.;Solicitação Comunidade ;Atendimento Emergencial;Água para uso doméstico;Comunidade em Geral;Atendida;24/04/2024
18/03/2024;Esmeraldas;Taquaras;Atendimento individual virtual ou por telefone ; Reclama que não tem sido realizado o abastecimento de água em sua propriedade. ;Reclamação encaminhada para área técnica, entrega será realizada no dia 19/03. ;Solicitação Comunidade ;Atendimento Emergencial;Água para uso doméstico;Comunidade em Geral;Atendida;25/04/2024
25/03/2024;Betim;Assentamento 02 De Julho;Atendimento individual virtual ou por telefone ;Solicita que a Vale forneça água potável em seu lote para atender sua construção.;Foi informado a liderança para abrir um chamado via 0800 e solicitar a visita técnica para verificação sobre a elegibilidade ao atendimento ou não.;Solicitação Comunidade ;Atendimento Emergencial;Água para uso doméstico;Lideranças;Respondida;07/05/2024
04/04/2024;Brumadinho;Tejuco;Atendimento individual virtual ou por telefone ;O Sr. E, morador do Tejuco, solicitou que a Vale verificasse a água da residência na rua Francisco Prado 450. ;A equipe de saneamento foi até o local e verificou o local a água estava chegando normalmente.;Solicitação Comunidade ;Atendimento Emergencial;Água para uso doméstico;Comunidade em Geral;Atendida;05/04/2024
16/04/2024;Brumadinho;Tejuco;Atendimento individual presencial ;Conforme solicitação de um líder informal moradores estavam reclamando falta de água.;A equipe técnica do saneamento esteve nas casas e de fato não estava caindo água nas residências. Provável pico de consumo ou obstrução da rede. Problema resolvido.;Solicitação Comunidade ;Atendimento Emergencial;Água para uso doméstico;Comunidade em Geral;Atendida;16/04/2024
24/04/2024;Brumadinho;Tejuco;Atendimento individual presencial ;A Sra A, moradora do Tejuco solicitou abastecimento de água na sua residência através do caminhão pipa. ;Fomos a casa da Sra A juntamente com o profissional da Copasa. Ficou esclarecido que para a Copasa abastecera Caixa d’água dela será necessário um cavalete, que é de responsabilidade de cada morador. Tanto ela quanto o marido nos receberam muito bem e entenderam e irão providenciar o serviço. Fico combinado que assim que o cavalete for instalado a Copasa irá realizar o abastecimento.;Solicitação Comunidade ;Atendimento Emergencial;Água para uso doméstico;Comunidade em Geral;Atendida;25/04/2024
01/05/2024;Brumadinho;Tejuco;Atendimento individual virtual ou por telefone ;Morador da rua Pedro Miguel dos Santos, 40 reclamou que não estava caindo água na sua caixa d’agua.;A área de Saneamento checou e o abastecimento estava normal. Conclusão foi que, como era feriado, 01 de maio, teve um pico de consumo na comunidade próximo ao horário do almoço.;Solicitação Comunidade ;Atendimento Emergencial;Água para uso doméstico;Comunidade em Geral;Atendida;01/05/2024
13/05/2024;Esmeraldas;São José;Atendimento individual virtual ou por telefone ;Reclama que a adutora do poço artesiano rompeu e solicita abastecimento de água  via caminhão pipa, até que o reparo seja concluido. ;Abastecimento de águá está sendo realizado. ;Solicitação Comunidade ;Atendimento Emergencial;Água para uso doméstico;Comunidade em Geral;Em atendimento;
13/05/2024;Brumadinho;Tejuco;Atendimento individual presencial ;No dia 13/05, o morador J.L solicitou ajuda, pois o morador da rua Maria Caldas, 142 reclamou da falta de água.;A equipe do Saneamento foi até a residência e a água está chegando normalmente.  ;Solicitação Comunidade ;Atendimento Emergencial;Água para uso doméstico;Comunidade em Geral;Atendida;13/05/2024
25/05/2024;Brumadinho;Tejuco;Atendimento individual presencial ;A moradora I solicitou que a Copasa ligasse a água na residência do seu filho.;Entramos em contato com a Copasa e eles orientaram e fizeram a ligação da água.;Solicitação Comunidade ;Atendimento Emergencial;Água para uso doméstico;Comunidade em Geral;Atendida;31/05/2024
19/08/2024;Brumadinho;Conceição De Itaguá;Atendimento individual presencial ;Recomposição de cercamento e invasão de gado;Realização de visita junto com superficiário para identificar local onde será necessário recompor cercamento para evitar invasão de gado no local.;Solicitação Comunidade ;Atendimento Emergencial;Cercamento para animais produtivos;Comunidade em Geral;Atendida;
15/03/2024;Brumadinho;Parque Da Cachoeira, Parque Do Lago E Alberto Flores;Atendimento individual virtual ou por telefone ;Solicitação de morador para cercamento de dois imóveis que pertencem à Vale, para proteção do imóvel dele que está entre duas propriedades da Vale. ;Encaminhado para a área responsável para análise e tratativas.;Solicitação Comunidade ;Ativos imobiliários;Cercamento para animais produtivos;Comunidade em Geral;Em atendimento;22/04/2024
04/04/2024;Brumadinho;Ponte Das Almorreimas;Atendimento individual presencial ;Acolhimento de demanda de superficiária sobre impacto de obra (danos em cercamento) em sua propriedade.;Acolhimento de demanda de superficiária sobre impacto de obra (danos em cercamento) em sua propriedade. Segundo a reclamante a cerca executada em sua propriedade, pela Vale, após locação de seu terreno pela Cia, estaria fora do local acordado.;Solicitação Comunidade ;Obras;Cercamento para animais produtivos;Comunidade em Geral;Atendida;04/04/2024
29/04/2024;Brumadinho;Conceição De Itaguá;Atendimento individual virtual ou por telefone ;Demanda impacto de obras;Moradora encaminha mensagem solicitando visita para avaliar a manutenção da cerca de sua propriedade que ela entende ter sido danificada pela execução das atividades da obra no local. Interface com a equipe de obras para avaliar situação. ;Solicitação Comunidade ;Obras;Cercamento para animais produtivos;Comunidade em Geral;Em análise;
25/03/2025;São Joaquim De Bicas;Tupanuara;Reunião comunidade virtual ;Coleta do Termo de Anuência sobre a retirada do SISTRAT - AGRO 02 - Proprietário A. D;Foi obtida a anuência do Sr. A.D, proprietário da Fazenda Pompéu na comunidade Tupanuara, para o desligamento do SISTRAT do Poço Agro-02, com base nas análises apresentadas, que demonstram a regularidade dos parâmetros da água bruta,   permitindo seu uso direto para irrigação, sem a necessidade de passar pelo sistema de tratamento.;Demanda de Órgão Público;Atendimento Emergencial;Água para irrigação;Lideranças;Atendida;25/03/2025
12/01/2024;São Joaquim De Bicas;Comunidade Fhemig;Atendimento individual presencial ;Sr. A.A.C, teve o padrão de energia do reservatório danificado devido a um curto circuito. Acionou a RC Dyeime, solicitando o reparo, visto que ficou sem abastecimento de água;Realizamos todo o reparo necessário, viabilizando a retomada do funcionamento do reservatório. Vale ressaltar, que a comunidade não possui rede elétrica regular e isso com certeza, contribui para possíveis danos elétricos nas propriedades.;Solicitação Comunidade ;Atendimento Emergencial;Estruturas de fornecimento hídrico;Comunidade em Geral;Atendida;Atendida
12/01/2024;São Joaquim De Bicas;Comunidade Fhemig;Atendimento individual virtual ou por telefone ;Sra. C. M, solicita que seja realizado reparo na instalação hidraulica do reservatório de seu cunhado, V.D, tendo em vista que apresenta um vazamento e está impactando muito sua propriedade.;Será realizado o reparo hidraulico do resrvatório, conforme solicitado pela Sra. C.M;Solicitação Comunidade ;Atendimento Emergencial;Estruturas de fornecimento hídrico;Comunidade em Geral;Em atendimento;Em atendimento
15/01/2024;Esmeraldas;Vinhático;Atendimento individual presencial ;Solicita reparo na bomba fornecida pela  Vale.;Solicitação encaminhada para área responsável. ;Solicitação Comunidade ;Atendimento Emergencial;Estruturas de fornecimento hídrico;Comunidade em Geral;Em atendimento;Em atendimento
18/01/2024;Três Marias;Porto Das Melancias;Atendimento individual virtual ou por telefone ;Contato realizado pelo superficiário informando falha no funcionamento do sistema de filtragem instalado na propriedade.;A situação foi encaminhada para a área responsável pelo sistema de filtragem e em 19/01/2024 equipe técnica compareceu a propriedade e realizou os reparos necessários.;Solicitação Comunidade ;Atendimento Emergencial;Estruturas de fornecimento hídrico;Comunidade em Geral;Respondida;Respondida
